rep,model,item_id,noun,det,construction,item_type,vp_set,sentence,raw_response,rating,timestamp
1,claude,c049,people,several,existential,critical,9,There were several people huddled by the fire.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:03.192007
1,claude,c013,people,three,existential,critical,7,There were three people crowding around the table.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:03.260471
1,claude,c111,folks,several,existential,critical,8,There were several folks chatting in the kitchen.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:03.330987
1,claude,c121,folks,several,existential,critical,13,There were several folks arguing in the hallway.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:03.398863
1,claude,c110,folks,several,agentive,critical,7,Several folks crowded around the table.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:03.460954
1,claude,c011,people,three,existential,critical,6,There were three people lined up outside.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:03.527322
1,claude,c038,people,several,agentive,critical,3,Several people stood by the door.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:03.588831
1,claude,c099,folks,several,existential,critical,2,There were several folks sitting on the bench.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:03.651874
1,claude,c030,people,three,agentive,critical,15,Three people ate lunch in the break room.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:03.721416
1,claude,c085,folks,three,existential,critical,11,There were three folks loitering near the gate.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:03.782962
1,claude,c006,people,three,agentive,critical,3,Three people stood by the door.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:03.852750
1,claude,fu12,NA,NA,NA,filler_ungram,NA,Books the are on shelves the in wrong the order.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:03.920488
1,claude,c091,folks,three,existential,critical,14,There were three folks sleeping on the floor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:03.988559
1,claude,fg10,NA,NA,NA,filler_good,NA,She remembered to bring the keys this time.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:04.054864
1,claude,c074,folks,three,agentive,critical,5,Three folks gathered near the entrance.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:04.124813
1,claude,c093,folks,three,existential,critical,15,There were three folks eating lunch in the break room.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:04.192502
1,claude,c076,folks,three,agentive,critical,6,Three folks lined up outside.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:04.256384
1,claude,c021,people,three,existential,critical,11,There were three people loitering near the gate.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:04.320201
1,claude,c097,folks,several,existential,critical,1,There were several folks waiting in the lobby.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:04.384154
1,claude,c032,people,three,agentive,critical,16,Three people read in the waiting area.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:04.453844
1,claude,c118,folks,several,agentive,critical,11,Several folks loitered near the gate.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:04.515196
1,claude,c012,people,three,agentive,critical,6,Three people lined up outside.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:04.585278
1,claude,c068,folks,three,agentive,critical,2,Three folks sat on the bench.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:04.651468
1,claude,c089,folks,three,existential,critical,13,There were three folks arguing in the hallway.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:04.716147
1,claude,c092,folks,three,agentive,critical,14,Three folks slept on the floor.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:04.781762
1,claude,c025,people,three,existential,critical,13,There were three people arguing in the hallway.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:04.844753
1,claude,c098,folks,several,agentive,critical,1,Several folks waited in the lobby.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:04.912616
1,claude,fd10,NA,NA,NA,filler_degraded,NA,The students has been working on the project all week.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:04.980247
1,claude,fu05,NA,NA,NA,filler_ungram,NA,Been sleeping is he since early this morning still.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:05.048886
1,claude,c087,folks,three,existential,critical,12,There were three folks sheltering under the awning.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:05.117826
1,claude,fd09,NA,NA,NA,filler_degraded,NA,She mentioned him that the deadline had been moved.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:05.187444
1,claude,c040,people,several,agentive,critical,4,Several people walked down the hall.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:05.254915
1,claude,fm10,NA,NA,NA,filler_mild,NA,It was generally believed by most people that she had already resigned.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:05.323565
1,claude,c088,folks,three,agentive,critical,12,Three folks sheltered under the awning.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:05.386745
1,claude,fu01,NA,NA,NA,filler_ungram,NA,The walked dog the park in yesterday afternoon.,"ERROR: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted""",,2026-03-30T17:34:05.448220
